"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","NAM",0.423348,-0.049277,1.093561,0.399899
"COVID-19","routine","NAM",-0.059866,-0.742214,0.692432,-0.03168
"HPV","campaign","NAM",23.493928,20.912066,26.322103,23.491358
"HPV","routine","NAM",21.298503,18.958914,23.573573,21.338866
"HepB","routine","NAM",2.738959,2.015049,3.652534,2.699892
"Hib","routine","NAM",0.692497,0.523625,0.903675,0.687792
"Measles","campaign","NAM",0.590645,0.291659,0.788494,0.61111
"Measles","routine","NAM",8.479745,7.000984,10.036794,8.460175
"PCV","routine","NAM",0.380126,0.133786,0.660407,0.378615
"Rota","routine","NAM",0.285759,0.213031,0.368126,0.285232
"Rubella","campaign","NAM",-0.14132,-0.378541,-0.006236,-0.122806
"Rubella","routine","NAM",0.196476,0.058125,0.331953,0.192317
"Typhoid","campaign","NAM",0.264086,0.017986,0.712421,0.222857
"Typhoid","routine","NAM",0.460587,0.007197,3.035207,0.177263
