"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SDN",2.078643,-2.424996,6.434269,2.042221
"COVID-19","routine","SDN",5.169902,-0.571012,10.264884,5.230269
"HPV","campaign","SDN",887.92045,744.929084,1032.344843,881.941581
"HPV","routine","SDN",815.738309,695.532602,942.353803,811.296971
"HepB","routine","SDN",159.004428,132.774095,185.938771,159.046036
"Hib","routine","SDN",278.270409,196.366038,376.111808,273.856575
"Measles","campaign","SDN",41.585324,18.538133,68.221793,40.51148
"Measles","routine","SDN",825.610875,686.583859,948.370311,826.047676
"MenA","campaign","SDN",49.679518,34.775207,63.99548,49.673431
"MenA","routine","SDN",17.999044,8.167594,27.307242,18.170132
"MenACWYX","campaign","SDN",65.973163,9.961771,117.252083,65.81454
"MenACWYX","routine","SDN",39.731714,21.027628,57.245021,39.897819
"PCV","routine","SDN",180.892834,66.342097,311.410897,185.296367
"Rota","routine","SDN",60.185094,11.756642,107.623934,60.819918
"Rubella","campaign","SDN",-6.47937,-20.829522,23.790759,-7.672888
"Rubella","routine","SDN",102.139401,8.456712,197.988748,112.03072
"Typhoid","campaign","SDN",14.563011,2.328601,74.018691,10.1492
"Typhoid","routine","SDN",45.423703,-0.601989,334.335208,13.593685
"YF","campaign","SDN",48.637496,12.907719,112.572609,43.726809
"YF","routine","SDN",266.951566,63.417594,676.880511,236.498111
