"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","SDN",3.14696,1.154907,6.247233,3.328413
"HPV","SDN",856.63001,724.353652,992.837801,853.309803
"HepB","SDN",159.004428,132.774095,185.938771,159.046036
"Hib","SDN",278.270409,196.366038,376.111808,273.856575
"Measles","SDN",346.040297,284.360935,398.842046,347.329797
"Meningitis","SDN",49.25708,32.436696,68.125443,49.708442
"PCV","SDN",180.892834,66.342097,311.410897,185.296367
"Rota","SDN",60.185094,11.756642,107.623934,60.819918
"Rubella","SDN",53.453603,3.818027,110.807814,56.684097
"Typhoid","SDN",20.477782,2.471144,111.305661,11.001601
"YF","SDN",79.377383,19.61097,193.17867,70.802705
