"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GHA",0.059734,-0.046026,0.175606,0.057411
"COVID-19","routine","GHA",0.046162,-0.074739,0.192838,0.034232
"HPV","campaign","GHA",14.011534,11.183732,17.271168,13.912286
"HPV","routine","GHA",12.870184,10.288906,15.884359,12.804497
"HepB","routine","GHA",6.140511,4.804817,9.328904,5.892012
"Hib","routine","GHA",1.558953,1.118787,2.124406,1.532223
"Measles","campaign","GHA",0.635412,0.224407,1.147221,0.605024
"Measles","routine","GHA",12.139484,9.53809,14.462472,12.118822
"MenA","campaign","GHA",0.625987,0.430778,0.815594,0.635392
"MenA","routine","GHA",0.241941,0.100408,0.37894,0.244016
"MenACWYX","campaign","GHA",0.750041,0.252531,1.264161,0.73896
"MenACWYX","routine","GHA",0.477686,0.215306,0.707138,0.496274
"PCV","routine","GHA",0.960312,0.032482,1.833224,0.971439
"Rota","routine","GHA",0.655828,0.146408,1.134161,0.668768
"Rubella","campaign","GHA",0.171616,-0.123955,0.931984,0.084235
"Rubella","routine","GHA",0.473378,0.174363,0.780418,0.467959
"Typhoid","campaign","GHA",0.720982,0.197944,1.746504,0.617707
"Typhoid","routine","GHA",1.347315,0.165476,5.720442,0.843798
"YF","campaign","GHA",0.854437,0.269473,1.891445,0.786239
"YF","routine","GHA",8.327978,2.083952,20.099657,7.358387
