"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GHA",2.714432,0.606127,6.083644,2.49453
"COVID-19","routine","GHA",1.9865,-0.632373,4.919659,1.814049
"HPV","campaign","GHA",564.006707,443.815231,703.215354,562.583598
"HPV","routine","GHA",534.65055,417.574599,671.220495,534.664816
"HepB","routine","GHA",154.324355,120.771978,239.532038,147.490813
"Hib","routine","GHA",101.582593,73.210341,137.972205,99.898214
"Measles","campaign","GHA",41.654276,16.546639,74.228514,39.599525
"Measles","routine","GHA",784.077037,616.652613,930.594322,784.251573
"MenA","campaign","GHA",41.607754,28.187133,54.231963,42.459052
"MenA","routine","GHA",13.715198,6.005388,21.344624,13.345752
"MenACWYX","campaign","GHA",53.214038,16.597203,89.7139,52.35141
"MenACWYX","routine","GHA",29.443761,13.669529,43.686689,30.259785
"PCV","routine","GHA",64.39858,4.86104,120.315275,65.242537
"Rota","routine","GHA",38.370011,6.035263,69.086237,39.11174
"Rubella","campaign","GHA",14.700293,-10.399056,75.489684,7.408415
"Rubella","routine","GHA",39.332886,14.443953,53.573076,40.552905
"Typhoid","campaign","GHA",25.984907,5.426073,74.053472,19.830701
"Typhoid","routine","GHA",47.468558,5.265745,235.982005,25.640696
"YF","campaign","GHA",29.963613,8.836712,66.249614,27.478598
"YF","routine","GHA",357.479796,89.451292,859.698191,314.753722
