"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","IDN",0.232582,0.08883,0.403171,0.198122
"COVID-19","routine","IDN",0.030257,-0.010004,0.065905,0.034453
"HPV","routine","IDN",14.814968,13.413196,16.250884,14.845723
"HepB","routine","IDN",5.541357,4.522196,6.659659,5.539397
"Hib","routine","IDN",1.184829,0.235885,2.039975,1.160476
"JE","routine","IDN",0.137906,0.074506,0.253773,0.128235
"Measles","campaign","IDN",0.383117,0.16612,0.614177,0.371612
"Measles","routine","IDN",7.446498,5.928788,9.000743,7.410789
"PCV","routine","IDN",0.70492,-1.510361,3.084757,0.654361
"Rota","routine","IDN",0.612718,-1.335322,2.270415,0.772473
"Rubella","campaign","IDN",0.058098,0.007489,0.154611,0.050313
"Rubella","routine","IDN",0.274695,0.147267,0.390102,0.274093
"Typhoid","campaign","IDN",0.063456,0.019346,0.179481,0.054884
"Typhoid","routine","IDN",0.056231,-0.015417,0.189378,0.045865
