"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PRY",12.373007,5.75415,24.79479,10.616517
"COVID-19","routine","PRY",-0.088482,-2.208348,2.34384,-0.06865
"HPV","campaign","PRY",1107.260995,907.784154,1322.605502,1108.299963
"HPV","routine","PRY",636.247202,538.955626,736.739859,635.448228
"HepB","routine","PRY",17.13454,12.754887,25.229421,16.501049
"Hib","routine","PRY",40.99577,28.096356,56.79873,40.302973
"Measles","campaign","PRY",33.325782,8.306891,57.784867,33.617442
"Measles","routine","PRY",506.719843,401.290628,603.167231,506.117025
"PCV","routine","PRY",38.220306,11.403179,65.912394,37.413707
"Rota","routine","PRY",13.740287,3.089476,23.370405,13.915619
"Rubella","campaign","PRY",13.231954,-2.123716,44.604719,10.176558
"Rubella","routine","PRY",3.00145,0.057483,5.672504,3.088291
"Typhoid","campaign","PRY",2.652492,0.262826,9.930748,1.86534
"Typhoid","routine","PRY",4.904782,0.2541,28.839385,2.272089
