"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MAR",5.639009,2.367236,15.368131,4.670654
"COVID-19","routine","MAR",2.332496,2.027139,2.647897,2.341504
"HPV","campaign","MAR",1266.865163,997.759162,1525.795822,1262.472684
"HPV","routine","MAR",1092.493655,884.295576,1321.824162,1087.659175
"HepB","routine","MAR",98.098177,81.65446,116.257311,97.957334
"Hib","routine","MAR",99.112247,71.072487,136.09235,99.395869
"Measles","campaign","MAR",44.055006,8.55803,89.377929,39.658697
"Measles","routine","MAR",1129.874175,861.368279,1382.762183,1125.091196
"PCV","routine","MAR",72.801015,19.186426,125.281552,74.831346
"Rota","routine","MAR",28.322154,9.301529,42.901371,28.054021
"Rubella","campaign","MAR",8.981745,0.624908,17.853196,8.724546
"Rubella","routine","MAR",16.415878,2.520839,26.065475,16.90322
"Typhoid","campaign","MAR",2.512307,0.861402,8.352826,2.035606
"Typhoid","routine","MAR",4.292081,0.436997,33.850762,1.610925
