"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CPV",0.116315,-0.05548,0.34675,0.119282
"COVID-19","routine","CPV",0.064488,-0.109177,0.20886,0.068829
"HPV","campaign","CPV",112.013932,82.137625,140.522568,112.058613
"HPV","routine","CPV",26.002577,19.237076,33.085679,26.008234
"HepB","routine","CPV",6.516205,5.334301,7.872213,6.447123
"Hib","routine","CPV",0.794198,0.521848,1.139727,0.788637
"Measles","campaign","CPV",0.368722,-0.036021,0.869046,0.336382
"Measles","routine","CPV",14.517655,11.029814,17.896925,14.462368
"PCV","routine","CPV",0.555726,-1.580449,2.805756,0.692106
"Rota","routine","CPV",0.142413,-0.099842,0.433511,0.135301
"Rubella","campaign","CPV",0.062494,-0.399337,0.673362,0.063294
"Rubella","routine","CPV",0.249416,0.002551,0.680739,0.215812
"Typhoid","campaign","CPV",0.638738,0.063687,2.336703,0.45593
"Typhoid","routine","CPV",0.946719,0.026237,7.624583,0.304323
