"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","EGY",4.397429,1.791757,7.637789,4.389282
"COVID-19","routine","EGY",3.228239,2.780331,3.667151,3.240659
"HPV","campaign","EGY",250.011199,187.346158,311.051975,248.856572
"HPV","routine","EGY",303.937868,216.24787,383.249978,303.051321
"HepB","routine","EGY",135.951642,113.89777,159.086144,135.922377
"Hib","routine","EGY",54.40194,26.495835,85.81448,53.359798
"Measles","campaign","EGY",3.115207,0.422134,10.433566,2.139581
"Measles","routine","EGY",260.117105,190.170668,324.368002,260.300441
"PCV","routine","EGY",33.877098,-66.295832,116.74397,35.822446
"Rota","routine","EGY",49.708784,-45.31432,127.741667,52.959942
"Rubella","campaign","EGY",-0.809145,-6.099052,4.212834,-0.890667
"Rubella","routine","EGY",17.770239,7.693971,26.203796,17.863542
