"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","IRQ",0.639699,0.203656,1.380782,0.570815
"COVID-19","routine","IRQ",-0.652361,-5.877652,3.741645,-0.49041
"HPV","campaign","IRQ",8.943027,7.92753,9.913993,8.946927
"HPV","routine","IRQ",8.284613,7.352582,9.145124,8.288038
"HepB","routine","IRQ",2.007947,1.64935,2.432283,1.996447
"Hib","routine","IRQ",0.766856,0.437809,1.141686,0.765579
"Measles","campaign","IRQ",0.182067,0.077116,0.524188,0.135708
"Measles","routine","IRQ",9.583062,7.192126,11.891448,9.589718
"PCV","routine","IRQ",0.470017,-0.445054,1.554965,0.470411
"Rota","routine","IRQ",0.301548,-0.062773,0.720054,0.271251
"Rubella","campaign","IRQ",0.00686,-0.090436,0.275747,-0.021117
"Rubella","routine","IRQ",0.29789,0.054799,0.615732,0.277703
