"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","IRQ",22.619838,6.417929,46.847771,19.698481
"COVID-19","routine","IRQ",-8.559634,-130.510749,86.940567,-2.691805
"HPV","campaign","IRQ",612.829411,540.010061,681.174871,611.891524
"HPV","routine","IRQ",564.678269,499.0761,626.31206,563.878711
"HepB","routine","IRQ",53.891876,44.359108,64.422646,53.628449
"Hib","routine","IRQ",56.311103,32.98581,82.55033,56.177475
"Measles","campaign","IRQ",12.783694,5.812183,35.81802,9.821209
"Measles","routine","IRQ",665.268515,497.528104,823.98959,666.229812
"PCV","routine","IRQ",34.900128,-29.919189,111.524167,34.891579
"Rota","routine","IRQ",21.675711,-3.862807,51.245884,19.607099
"Rubella","campaign","IRQ",0.988787,-8.11896,20.111325,-1.174459
"Rubella","routine","IRQ",20.526759,3.450804,38.099238,20.858639
