"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","AFG",2.522724,-0.359624,5.676435,2.45681
"COVID-19","routine","AFG",7.077947,-1.279851,16.837276,6.869277
"Cholera","campaign","AFG",1.063586,0.813441,1.330361,1.23663
"HPV","campaign","AFG",251.5059,213.293413,291.752195,252.053092
"HPV","routine","AFG",250.051033,211.650862,290.198375,250.059909
"HepB","routine","AFG",158.828813,126.324988,191.536592,158.514623
"Hib","routine","AFG",275.342205,155.201408,467.544249,273.189816
"Measles","campaign","AFG",268.01911,199.301597,313.135177,273.276326
"Measles","routine","AFG",1594.431731,1412.710222,1779.837172,1599.853694
"PCV","routine","AFG",171.368505,-12.666013,360.096817,172.103264
"Rota","routine","AFG",88.858061,-26.219304,215.817169,86.721384
"Rubella","campaign","AFG",1.238168,-9.625591,25.158407,-1.802309
"Rubella","routine","AFG",64.481531,12.3031,124.010496,62.59746
"Typhoid","campaign","AFG",15.952973,1.486308,92.605639,8.027591
"Typhoid","routine","AFG",42.746579,0.765555,185.935743,13.203952
