"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","ARM",3.462338,0.746425,6.821563,3.9434
"HPV","ARM",1768.750929,1476.164798,2023.884678,1781.672403
"HepB","ARM",78.39252,63.082493,96.510382,78.017055
"Hib","ARM",48.206444,22.335089,78.516549,46.426059
"Measles","ARM",159.585431,119.742245,195.810032,159.710838
"PCV","ARM",38.417889,0.45086,77.225543,37.703132
"Rota","ARM",8.185426,-3.610833,21.495424,7.624611
"Rubella","ARM",11.701719,-1.965073,29.070967,10.373029
"Typhoid","ARM",0.328366,0.009648,2.100752,0.119745
