"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ARM",0.155387,-0.011388,0.39176,0.162474
"COVID-19","routine","ARM",0.04508,0.002276,0.097882,0.039456
"HPV","routine","ARM",27.273111,23.016858,31.243055,27.439634
"HepB","routine","ARM",2.703948,2.144337,3.383308,2.684192
"Hib","routine","ARM",0.62808,0.282025,1.036179,0.604223
"Measles","campaign","ARM",-0.027371,-0.076285,0.050302,-0.033552
"Measles","routine","ARM",3.120292,2.376909,3.800572,3.123069
"PCV","routine","ARM",0.498508,-0.014331,1.022137,0.487975
"Rota","routine","ARM",0.102339,-0.056699,0.278475,0.094648
"Rubella","campaign","ARM",-0.040682,-0.498977,0.441136,-0.041547
"Rubella","routine","ARM",0.323416,0.045769,0.728367,0.302126
"Typhoid","campaign","ARM",0.002872,0.000241,0.006024,0.00249
"Typhoid","routine","ARM",0.008527,0.000345,0.009151,0.003409
