"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","DMA",0,0,0,0
"HPV","DMA",22.099437,18.982473,25.588687,22.100864
"HepB","DMA",0.162882,0.118711,0.215663,0.160723
"Measles","DMA",2.285249,1.583562,2.955283,2.28273
"Rubella","DMA",0.117503,-0.180265,0.516205,0.089421
