"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SOM",0.033869,-0.033176,0.107306,0.032999
"COVID-19","routine","SOM",0.10833,-0.095567,0.28912,0.110487
"Cholera","campaign","SOM",0.318823,0.220869,0.784383,0.274755
"HPV","campaign","SOM",14.872157,11.135691,19.907858,14.613186
"HPV","routine","SOM",14.500954,10.820589,19.379014,14.250776
"HepB","routine","SOM",7.956614,6.226191,10.302211,7.835996
"Hib","routine","SOM",7.107693,1.786381,12.648997,7.14729
"Measles","campaign","SOM",6.996728,5.393905,8.01177,7.12323
"Measles","routine","SOM",49.486811,43.593592,55.779987,49.714499
"PCV","routine","SOM",2.579799,-26.967516,27.206627,2.500367
"Rota","routine","SOM",4.274982,-5.763796,15.311577,4.015614
"Rubella","campaign","SOM",0.002139,-0.175046,0.349145,-0.049939
"Rubella","routine","SOM",0.76959,0.05797,1.77401,0.709881
"YF","routine","SOM",2.868422,0.733128,6.853507,2.593836
