"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","SOM",2.291472,0.868765,4.118483,2.116234
"Cholera","SOM",15.62706,12.023507,28.499176,14.853991
"HPV","SOM",656.103501,545.190719,783.30416,653.790418
"HepB","SOM",169.433941,134.09537,212.929445,167.091062
"Hib","SOM",430.503419,120.621909,753.379784,432.903282
"Measles","SOM",916.259409,800.770472,1009.838688,920.458124
"PCV","SOM",166.214026,-1558.591296,1602.424438,157.991678
"Rota","SOM",211.694611,-373.740301,855.733508,196.825358
"Rubella","SOM",19.526346,-2.060396,55.474737,16.183944
"YF","SOM",97.824438,25.638854,230.804507,89.176132
