"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SOM",1.812412,0.22846,3.786733,1.76469
"COVID-19","routine","SOM",3.930565,-1.067164,8.476023,4.029942
"Cholera","campaign","SOM",9.769544,7.516717,17.816784,9.286245
"HPV","campaign","SOM",666.91693,555.385266,792.021796,664.994687
"HPV","routine","SOM",647.982359,535.90445,773.969568,645.837464
"HepB","routine","SOM",169.433941,134.09537,212.929445,167.091062
"Hib","routine","SOM",430.503419,120.621909,753.379784,432.903282
"Measles","campaign","SOM",445.455602,352.137917,502.749459,452.883702
"Measles","routine","SOM",2953.916268,2606.379026,3303.94349,2967.903601
"PCV","routine","SOM",166.214026,-1558.591296,1602.424438,157.991678
"Rota","routine","SOM",211.694611,-373.740301,855.733508,196.825358
"Rubella","campaign","SOM",2.791081,-13.01729,35.512294,-2.96121
"Rubella","routine","SOM",59.87866,5.612416,125.027407,58.306298
"YF","routine","SOM",97.824438,25.638854,230.804507,89.176132
