"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","TLS",0.066518,0.013256,0.141765,0.059284
"HPV","TLS",5.438797,3.65376,8.03907,5.244381
"HepB","TLS",4.484953,3.625034,5.435722,4.463256
"Hib","TLS",3.447561,1.710578,5.269908,3.454639
"JE","TLS",0.073222,0.034891,0.139222,0.068309
"Measles","TLS",4.220718,3.340987,4.994349,4.22216
"PCV","TLS",1.545779,-4.628463,7.396478,1.487526
"Rota","TLS",0.63427,-0.989243,2.481685,0.644085
"Rubella","TLS",0.018503,-0.29815,0.507177,-0.005045
