"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TLS",3.621831,1.484552,7.74769,2.987124
"COVID-19","routine","TLS",0.95241,0.177823,1.713928,0.997614
"HPV","campaign","TLS",165.621392,121.675348,222.451785,162.813574
"HPV","routine","TLS",161.307601,118.485841,218.584622,158.367056
"HepB","routine","TLS",123.723744,99.392637,150.839505,123.031789
"Hib","routine","TLS",248.798131,128.354517,375.065992,249.623162
"JE","campaign","TLS",0.03427,0.013121,0.136321,0.021313
"JE","routine","TLS",103.067918,69.636567,137.2362,100.054554
"Measles","campaign","TLS",88.363908,48.982712,126.994403,88.207456
"Measles","routine","TLS",681.750938,554.591615,808.986104,679.531247
"PCV","routine","TLS",114.833165,-312.412657,517.62957,111.243296
"Rota","routine","TLS",38.608304,-71.073619,164.93855,39.487965
"Rubella","campaign","TLS",1.491541,-26.20681,47.311553,-3.584254
"Rubella","routine","TLS",10.971145,0.160966,19.17291,11.962355
