"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GMB",3.670065,0.724591,6.442843,3.60726
"COVID-19","routine","GMB",-0.386348,-5.801138,5.671691,-0.199764
"HPV","campaign","GMB",353.534847,277.717785,446.27968,351.779247
"HPV","routine","GMB",466.492677,357.549128,608.734737,460.87603
"HepB","routine","GMB",189.674589,138.506276,265.999015,184.796925
"Hib","routine","GMB",173.94369,126.205637,233.095382,173.720246
"Measles","campaign","GMB",92.492168,26.162646,174.839868,88.787061
"Measles","routine","GMB",1651.324563,1290.280584,1988.73927,1650.293618
"MenA","campaign","GMB",45.708797,28.400198,62.679664,46.46971
"MenA","routine","GMB",25.87863,12.689825,41.948903,26.110761
"MenACWYX","campaign","GMB",51.31659,14.439536,88.456258,51.007086
"MenACWYX","routine","GMB",43.978423,23.517751,60.758551,45.058784
"PCV","routine","GMB",133.987033,50.105857,216.186405,134.473799
"Rota","routine","GMB",36.445098,-12.071608,83.274401,37.262886
"Rubella","campaign","GMB",10.25839,-8.429777,69.997697,0.159761
"Rubella","routine","GMB",22.273721,-0.609466,41.863455,24.051222
"Typhoid","campaign","GMB",25.743577,5.735197,86.587154,19.499268
"Typhoid","routine","GMB",37.117771,4.190803,167.398078,19.923297
"YF","routine","GMB",117.878719,28.832428,359.347225,101.556501
