"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","WSM",0.082582,0,0.301602,0.06032
"COVID-19","routine","WSM",0,0,0,0
"HPV","campaign","WSM",7.854381,1.1311,37.543674,5.116055
"HPV","routine","WSM",9.147329,2.212447,39.009878,6.323456
"HepB","routine","WSM",4.87251,3.604135,6.242484,4.865547
"Hib","routine","WSM",0.611208,0.305483,0.857496,0.623296
"Measles","campaign","WSM",0.18483,0.046809,0.259828,0.191483
"Measles","routine","WSM",3.692758,3.096281,4.2919,3.689007
"PCV","routine","WSM",0.551632,-1.491143,2.361038,0.639052
"Rota","routine","WSM",0.125636,-0.448236,0.659759,0.114639
"Rubella","campaign","WSM",0.296764,-0.337462,1.063328,0.291009
"Rubella","routine","WSM",0.089742,-1e-05,0.402941,0.014109
"Typhoid","campaign","WSM",0.168523,0.023551,0.551811,0.130042
"Typhoid","routine","WSM",0.097503,0.003714,0.355978,0.067079
