"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","PHL",2.228767,1.114279,3.587196,2.209551
"HPV","PHL",228.197236,205.169716,252.478042,227.671871
"HepB","PHL",179.750814,146.173214,217.932275,178.786868
"Hib","PHL",89.355808,42.133959,135.005532,87.911269
"JE","PHL",29.307687,18.939782,49.06746,28.508986
"Measles","PHL",208.014971,158.994685,252.912062,208.212263
"PCV","PHL",66.428567,1.156169,137.321312,66.156098
"Rota","PHL",28.707082,-113.281669,172.612325,19.013227
"Rubella","PHL",19.848215,1.950038,41.326997,18.098556
"Typhoid","PHL",17.432765,1.891613,83.759907,8.586992
