"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PHL",2.887241,1.131396,5.055494,2.758045
"COVID-19","routine","PHL",1.022496,0.071024,1.979689,0.940957
"HPV","routine","PHL",228.197236,205.169716,252.478042,227.671871
"HepB","routine","PHL",179.750814,146.173214,217.932275,178.786868
"Hib","routine","PHL",89.355808,42.133959,135.005532,87.911269
"JE","campaign","PHL",6.35152,1.50406,22.236814,4.573288
"JE","routine","PHL",113.970979,77.333548,160.718029,112.328316
"Measles","campaign","PHL",24.14598,14.502105,43.807632,21.686909
"Measles","routine","PHL",430.925596,333.556373,522.301098,429.848328
"PCV","routine","PHL",66.428567,1.156169,137.321312,66.156098
"Rota","routine","PHL",28.707082,-113.281669,172.612325,19.013227
"Rubella","campaign","PHL",28.838664,-0.775914,65.999569,26.145934
"Rubella","routine","PHL",8.254024,3.319525,21.112291,6.984099
"Typhoid","campaign","PHL",13.059099,1.94734,74.167685,7.190113
"Typhoid","routine","PHL",32.459663,-0.192487,191.885638,12.574686
