"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PHL",0.089726,0.02186,0.173131,0.085322
"COVID-19","routine","PHL",0.025196,-0.02407,0.062846,0.027334
"HPV","routine","PHL",5.978942,5.524644,6.452509,5.977453
"HepB","routine","PHL",7.172632,5.735671,9.189112,7.083658
"Hib","routine","PHL",1.214672,0.55051,1.852008,1.192488
"JE","campaign","PHL",0.084555,0.017982,0.314593,0.055922
"JE","routine","PHL",0.52752,0.285902,0.991001,0.49466
"Measles","campaign","PHL",0.32784,0.189987,0.599458,0.292542
"Measles","routine","PHL",5.967872,4.651747,7.238442,5.944374
"PCV","routine","PHL",0.899803,-0.014923,1.891396,0.896775
"Rota","routine","PHL",0.418667,-1.585903,2.427431,0.279894
"Rubella","campaign","PHL",0.324624,-0.016495,0.995303,0.291942
"Rubella","routine","PHL",0.144927,0.065715,0.253457,0.141883
"Typhoid","campaign","PHL",0.277271,0.054797,1.17234,0.194692
"Typhoid","routine","PHL",0.634644,-0.072347,3.474043,0.235851
