"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","NIC",0.071776,-0.027262,0.17087,0.069638
"COVID-19","routine","NIC",0.031516,-0.011201,0.071748,0.032998
"HPV","campaign","NIC",8.339076,7.378788,9.490191,8.272806
"HPV","routine","NIC",11.494489,10.137675,12.825542,11.480878
"HepB","routine","NIC",1.015385,0.826301,1.209416,1.015041
"Hib","routine","NIC",1.075972,0.819725,1.34465,1.075619
"Measles","campaign","NIC",0.276565,0.039712,0.645199,0.234174
"Measles","routine","NIC",11.294401,8.90743,13.567103,11.268886
"PCV","routine","NIC",1.019784,0.462467,1.600108,1.035043
"Rota","routine","NIC",0.328597,0.230163,0.437093,0.32779
"Rubella","campaign","NIC",0.196196,-0.038046,0.68106,0.137942
"Rubella","routine","NIC",0.070823,0.009859,0.147484,0.067193
