"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BLZ",7.114115,3.175256,12.809388,6.873088
"COVID-19","routine","BLZ",1.157892,0.129978,2.265331,1.214366
"HPV","routine","BLZ",1054.502257,883.280761,1250.234895,1053.563064
"HepB","routine","BLZ",23.734938,17.890977,38.300622,22.609952
"Hib","routine","BLZ",29.595125,21.034901,39.907007,29.152428
"Measles","campaign","BLZ",11.077174,2.333249,22.521132,10.559695
"Measles","routine","BLZ",414.590055,317.88976,503.373407,414.642011
"PCV","routine","BLZ",16.635356,-33.688735,61.93819,16.0878
"Rota","routine","BLZ",5.799406,-3.853081,16.143667,5.499039
"Rubella","campaign","BLZ",20.133817,-16.978269,66.974677,17.650969
"Rubella","routine","BLZ",9.151545,0,29.038056,6.634892
"Typhoid","campaign","BLZ",5.053029,0.274533,26.095516,2.992605
"Typhoid","routine","BLZ",18.509886,0.132321,123.830768,3.812545
