"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CUB",0.960746,0.370384,1.955069,0.856409
"COVID-19","routine","CUB",0.039367,0.027492,0.051757,0.038187
"HPV","campaign","CUB",10.46046,8.598598,12.48413,10.533773
"HPV","routine","CUB",9.192223,7.487942,11.076061,9.252073
"HepB","routine","CUB",0.706955,0.553754,0.916421,0.692803
"Hib","routine","CUB",0.141935,0.094004,0.19776,0.140058
"Measles","campaign","CUB",0.04923,-0.048529,0.249514,0.036813
"Measles","routine","CUB",4.883478,3.573691,6.005162,4.919687
"PCV","routine","CUB",0.121251,-0.251479,0.420108,0.141566
"Rota","routine","CUB",0.014015,-0.032494,0.056541,0.013319
"Rubella","campaign","CUB",0.152062,0.005136,0.411458,0.126603
"Rubella","routine","CUB",0.190543,0.014153,0.505238,0.157166
