"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","LSO",0.052376,0.021826,0.110875,0.042342
"COVID-19","routine","LSO",0.001696,-0.002138,0.020604,0
"HPV","campaign","LSO",24.7568,20.432252,30.220717,24.495089
"HPV","routine","LSO",23.524793,18.828772,29.149614,23.30965
"HepB","routine","LSO",4.787706,3.80152,5.903931,4.746984
"Hib","routine","LSO",1.859265,1.31708,2.475072,1.845407
"Measles","campaign","LSO",0.141477,0.03665,0.284035,0.133746
"Measles","routine","LSO",5.91881,4.632443,7.267834,5.891541
"PCV","routine","LSO",0.965394,-0.04588,1.910749,0.972729
"Rota","routine","LSO",0.632231,0.160365,1.28734,0.625889
"Rubella","campaign","LSO",-0.140226,-1.080784,0.878506,-0.159589
"Rubella","routine","LSO",0.332842,0.080678,0.667431,0.315429
