"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BEN",0.024293,-0.049984,0.099844,0.020267
"COVID-19","routine","BEN",0.062329,-0.096284,0.200482,0.067597
"HPV","campaign","BEN",7.066963,5.473379,9.088226,6.990576
"HPV","routine","BEN",7.116534,5.484781,9.247581,7.047271
"HepB","routine","BEN",9.086831,6.962898,12.409075,8.81971
"Hib","routine","BEN",4.271809,2.874597,5.804412,4.253105
"Measles","campaign","BEN",3.1155,1.312573,4.242974,3.26617
"Measles","routine","BEN",38.021277,31.948594,45.226027,38.139852
"MenA","campaign","BEN",0.514941,0.366573,0.670078,0.5139
"MenA","routine","BEN",1.005288,0.540411,1.514995,1.058599
"MenACWYX","campaign","BEN",0.765851,-0.103268,1.572423,0.800898
"MenACWYX","routine","BEN",0.712877,0.38581,1.034245,0.724022
"PCV","routine","BEN",2.885742,0.29816,5.226976,2.851773
"Rota","routine","BEN",1.393827,0.090209,2.914287,1.404842
"Rubella","campaign","BEN",0.522428,0.191437,1.002139,0.507901
"Rubella","routine","BEN",0.243111,0.088855,0.388893,0.245121
"Typhoid","campaign","BEN",3.160863,0.384967,8.936277,2.533675
"Typhoid","routine","BEN",8.116448,0.046849,52.835082,3.54347
"YF","campaign","BEN",1.152461,0.35113,2.425478,1.075533
"YF","routine","BEN",5.842839,1.503203,13.595802,5.0981
