"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GUY",5.950463,2.49782,15.776281,5.694872
"COVID-19","routine","GUY",1.225225,0.646124,1.872249,1.228014
"HPV","routine","GUY",456.388192,389.117977,526.974653,454.849228
"HepB","routine","GUY",25.615176,17.647368,38.795158,24.760071
"Hib","routine","GUY",46.953753,34.852317,62.840592,46.24445
"Measles","campaign","GUY",37.486032,-94.388343,193.269426,36.258749
"Measles","routine","GUY",215.687162,161.673529,260.11696,216.517017
"PCV","routine","GUY",39.069289,21.301217,63.645482,37.539542
"Rota","routine","GUY",21.287092,10.267686,34.152389,21.109902
"Rubella","campaign","GUY",46.106694,-263.993567,839.05807,19.29023
"Rubella","routine","GUY",12.242159,1.052796,28.451287,10.715331
"Typhoid","campaign","GUY",4.66521,0.318668,26.598695,2.921994
"Typhoid","routine","GUY",11.481054,0.216122,96.184805,3.755697
