"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"HPV","campaign","ERI",8.915321,6.588359,12.33929,8.746931
"HPV","routine","ERI",9.691337,7.317399,13.263729,9.528381
"HepB","routine","ERI",5.305418,4.26917,6.454975,5.269257
"Hib","routine","ERI",2.963553,1.93434,4.181304,2.899846
"Measles","campaign","ERI",0.769599,0.264521,1.569263,0.68752
"Measles","routine","ERI",18.116296,14.430405,21.616334,18.048666
"MenA","campaign","ERI",0.37776,0.105208,0.530054,0.380466
"MenA","routine","ERI",0.301736,0.107583,0.457228,0.314191
"MenACWYX","campaign","ERI",1.022964,0.443613,1.595689,1.042347
"MenACWYX","routine","ERI",0.512993,0.272853,0.747339,0.52027
"PCV","routine","ERI",2.133686,-0.524599,4.795356,2.240467
"Rota","routine","ERI",1.220471,0.628053,1.723304,1.218245
"Rubella","campaign","ERI",0.176539,-0.062578,1.012548,0.052079
"Rubella","routine","ERI",0.333751,0.092078,0.631988,0.320701
"Typhoid","campaign","ERI",0.808514,0.129419,4.422062,0.525111
"Typhoid","routine","ERI",1.617917,0.038688,10.632984,0.466125
"YF","routine","ERI",2.182783,0.514832,4.941218,1.964982
