"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","JOR",0.608318,0.126582,1.266477,0.557224
"COVID-19","routine","JOR",-0.027698,-0.64203,0.583397,-0.002932
"HPV","campaign","JOR",2.024823,1.496642,2.6896,1.996254
"HPV","routine","JOR",1.718832,1.281822,2.271284,1.693139
"HepB","routine","JOR",2.026392,1.48654,3.448203,1.883394
"Hib","routine","JOR",0.39594,0.285322,0.539697,0.388944
"Measles","campaign","JOR",0.272029,0.006333,0.635747,0.263627
"Measles","routine","JOR",5.528629,4.36463,6.625234,5.527225
"PCV","routine","JOR",0.167072,-0.869373,1.009053,0.141634
"Rota","routine","JOR",0.114391,-0.015011,0.264113,0.111247
"Rubella","campaign","JOR",0.094792,0.005812,0.219162,0.08668
"Rubella","routine","JOR",0.239486,0.12306,0.385369,0.231572
