"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BGD",0.135881,0.046879,0.249235,0.128523
"COVID-19","routine","BGD",0.034817,-0.000237,0.0694,0.035381
"HPV","campaign","BGD",9.368843,7.312118,11.537692,9.366102
"HPV","routine","BGD",8.33304,6.50899,10.209758,8.308112
"HepB","routine","BGD",3.285979,2.674751,3.987705,3.265329
"Hib","routine","BGD",1.813695,0.912132,3.091971,1.728595
"JE","campaign","BGD",0.178196,0.035444,0.499338,0.139279
"JE","routine","BGD",0.844173,0.32524,1.784472,0.759755
"Measles","campaign","BGD",0.446048,0.185525,0.698723,0.4423
"Measles","routine","BGD",8.893753,7.156024,10.904753,8.82249
"PCV","routine","BGD",1.148112,-0.42037,2.566885,1.192654
"Rota","routine","BGD",0.237606,-1.131912,1.385177,0.280223
"Rubella","campaign","BGD",0.08908,0.009093,0.250488,0.076194
"Rubella","routine","BGD",0.389326,0.183847,0.691679,0.372407
"Typhoid","campaign","BGD",0.240373,0.057104,0.591336,0.210429
"Typhoid","routine","BGD",0.248994,0.048082,0.654129,0.214203
