"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PAK",0.129045,0.041688,0.268869,0.121033
"COVID-19","routine","PAK",0.022116,-0.026071,0.057326,0.022055
"HPV","campaign","PAK",5.496115,4.687672,6.318444,5.497576
"HPV","routine","PAK",5.95812,5.023628,6.850304,5.970563
"HepB","routine","PAK",4.291193,3.35468,5.33323,4.263141
"Hib","routine","PAK",2.536138,1.541639,3.68429,2.498769
"JE","campaign","PAK",0.011857,0.002606,0.032911,0.008465
"JE","routine","PAK",0.34539,0.179857,0.619743,0.331185
"Measles","campaign","PAK",0.744532,0.428362,1.009604,0.762671
"Measles","routine","PAK",16.208403,13.311959,18.901964,16.247771
"PCV","routine","PAK",1.614475,0.211003,2.914612,1.641963
"Rota","routine","PAK",0.99019,-0.120571,2.120593,1.016651
"Rubella","campaign","PAK",-0.02208,-0.207238,0.18049,-0.021112
"Rubella","routine","PAK",0.236342,0.09703,0.418128,0.226889
"Typhoid","campaign","PAK",0.066415,0.019846,0.176165,0.057329
"Typhoid","routine","PAK",0.035187,0.004419,0.112304,0.027442
