"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GNB",0.085397,-0.037933,0.193575,0.089801
"COVID-19","routine","GNB",0.019956,-0.158499,0.224897,0.017135
"HPV","campaign","GNB",16.360042,8.748668,29.975689,15.360167
"HPV","routine","GNB",24.203547,16.649958,37.616779,23.183779
"HepB","routine","GNB",7.009843,5.281423,10.081872,6.826957
"Hib","routine","GNB",3.411222,1.994353,5.61411,3.310108
"Measles","campaign","GNB",1.714173,0.597315,3.105298,1.607146
"Measles","routine","GNB",36.062669,28.886691,43.73422,36.241774
"MenA","campaign","GNB",0.411559,0.278166,0.629437,0.399806
"MenA","routine","GNB",1.446476,0.412937,2.262218,1.473015
"MenACWYX","campaign","GNB",0.869927,0.361309,1.408077,0.855602
"MenACWYX","routine","GNB",0.597212,0.313504,0.85242,0.611463
"PCV","routine","GNB",2.370928,-0.381634,5.019964,2.235647
"Rota","routine","GNB",1.336862,0.158937,2.767726,1.294255
"Rubella","campaign","GNB",-0.248555,-1.723109,1.209616,-0.142758
"Rubella","routine","GNB",0.908727,0.277467,1.857036,0.856268
"Typhoid","campaign","GNB",0.692934,0.057069,2.191476,0.559715
"Typhoid","routine","GNB",1.61828,0.05778,12.640829,0.742711
"YF","campaign","GNB",0.669497,0.173888,1.994617,0.561232
"YF","routine","GNB",4.530281,1.2459,10.202122,4.059894
