"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","GNB",2.49736,-1.167411,5.829316,2.867435
"COVID-19","routine","GNB",4.701472,-3.499821,10.585138,5.453209
"HPV","campaign","GNB",451.045163,306.991764,704.549426,431.535814
"HPV","routine","GNB",1072.841984,878.172108,1343.458026,1060.923083
"HepB","routine","GNB",171.630391,129.068034,246.11066,166.546939
"Hib","routine","GNB",209.753482,126.267694,338.76726,203.609355
"Measles","campaign","GNB",111.5351,44.904904,194.126588,104.985476
"Measles","routine","GNB",2180.700324,1760.41116,2625.783887,2192.957065
"MenA","campaign","GNB",27.221291,18.320408,41.659932,26.393583
"MenA","routine","GNB",76.380684,34.471019,115.055423,76.418051
"MenACWYX","campaign","GNB",63.368967,29.621433,102.403834,62.178313
"MenACWYX","routine","GNB",39.011398,21.510013,56.757207,39.076609
"PCV","routine","GNB",147.295496,-13.082109,303.521754,139.719139
"Rota","routine","GNB",68.829628,1.097733,151.355027,66.399872
"Rubella","campaign","GNB",-9.675526,-85.614544,78.483931,-7.869696
"Rubella","routine","GNB",70.280885,20.266253,135.597977,69.382357
"Typhoid","campaign","GNB",21.712607,2.681489,88.701866,15.594327
"Typhoid","routine","GNB",58.451188,4.042381,395.841452,29.39905
"YF","campaign","GNB",21.137332,5.604241,56.084199,18.292909
"YF","routine","GNB",175.306051,48.44254,397.852778,157.150362
