"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TKM",4.167664,1.827511,7.994926,3.780524
"COVID-19","routine","TKM",0.272429,-2.530951,2.895448,0.319712
"HPV","routine","TKM",188.440574,163.52854,216.581789,187.393041
"HepB","routine","TKM",140.078528,117.190547,165.611457,139.545859
"Hib","routine","TKM",117.298754,76.771083,169.190294,115.375881
"Measles","campaign","TKM",2.043891,-0.059218,9.636827,0.873333
"Measles","routine","TKM",303.844618,232.345732,365.553851,306.404781
"PCV","routine","TKM",66.419796,-68.430484,204.58162,64.844267
"Rota","routine","TKM",35.608254,-24.796745,106.993897,36.62145
"Rubella","campaign","TKM",13.642812,0.597618,42.40253,9.846925
"Rubella","routine","TKM",21.858651,2.378447,46.849925,20.723089
