"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TKM",0.13605,0.003524,0.26239,0.126858
"COVID-19","routine","TKM",0.014118,-0.149904,0.181004,0.014306
"HPV","routine","TKM",5.285569,4.604372,6.066522,5.268538
"HepB","routine","TKM",4.205568,3.273637,5.504991,4.145552
"Hib","routine","TKM",1.666504,1.07166,2.41683,1.638846
"Measles","campaign","TKM",0.014366,-0.016454,0.12395,-0.002529
"Measles","routine","TKM",4.384165,3.372359,5.278904,4.417849
"PCV","routine","TKM",0.931712,-1.053483,2.963223,0.910522
"Rota","routine","TKM",0.507381,-0.383431,1.550595,0.521394
"Rubella","campaign","TKM",0.188908,0.009191,0.653561,0.123934
"Rubella","routine","TKM",0.311999,0.039436,0.811997,0.259088
