"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","PSE",0.092161,0.000966,0.174914,0.091
"HPV","PSE",9.850836,6.343082,18.622366,8.940331
"HepB","PSE",1.556221,1.173774,2.077833,1.5104
"Hib","PSE",0.109413,0.08534,0.141936,0.107533
"Measles","PSE",2.724555,2.001049,3.384044,2.72126
"PCV","PSE",0.063612,0.02407,0.105877,0.064689
"Rota","PSE",0.04023,0.025571,0.059062,0.039288
"Rubella","PSE",0.147067,0.01343,0.372629,0.122943
