"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","PSE",0.105742,0.010787,0.231211,0.107871
"COVID-19","routine","PSE",0.040652,-0.158238,0.230796,0.043998
"HPV","campaign","PSE",10.255833,6.294902,20.176984,9.214717
"HPV","routine","PSE",9.504822,6.343817,17.327501,8.705988
"HepB","routine","PSE",1.556221,1.173774,2.077833,1.5104
"Hib","routine","PSE",0.109413,0.08534,0.141936,0.107533
"Measles","campaign","PSE",0.04098,-0.013343,0.203678,0.030483
"Measles","routine","PSE",3.980893,2.935442,4.931048,3.979851
"PCV","routine","PSE",0.063612,0.02407,0.105877,0.064689
"Rota","routine","PSE",0.04023,0.025571,0.059062,0.039288
"Rubella","campaign","PSE",0.098419,0.002081,0.301812,0.074592
"Rubella","routine","PSE",0.17839,0.020793,0.450857,0.153427
