"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","JAM",14.75631,6.862915,27.210927,14.160226
"COVID-19","routine","JAM",0.43927,-22.216223,22.677687,-1.142674
"HPV","campaign","JAM",316.439706,273.285948,360.560501,316.124879
"HPV","routine","JAM",284.010384,245.475206,321.940371,284.441612
"HepB","routine","JAM",8.55518,6.961319,10.477983,8.514432
"Hib","routine","JAM",10.44488,7.369124,14.42702,10.194855
"Measles","campaign","JAM",9.18671,1.074785,23.648705,7.770513
"Measles","routine","JAM",243.080019,177.832322,296.28724,244.932693
"PCV","routine","JAM",7.123433,5.113003,9.600714,6.976384
"Rota","routine","JAM",3.316652,2.323675,4.807592,3.238667
"Rubella","campaign","JAM",22.864712,-3.536243,44.774368,24.342949
"Rubella","routine","JAM",9.385324,0.639108,18.881841,8.983185
