"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","CIV",2.453669,0.496371,5.265746,2.289409
"COVID-19","routine","CIV",2.203891,0.71432,4.428768,2.190404
"HPV","campaign","CIV",895.990049,745.825643,1068.538543,891.481793
"HPV","routine","CIV",493.408213,426.332108,564.593712,493.551265
"HepB","routine","CIV",133.239825,102.887948,179.420054,130.775466
"Hib","routine","CIV",127.51847,50.920062,207.97688,127.938299
"Measles","campaign","CIV",107.974578,43.826165,170.462971,107.26881
"Measles","routine","CIV",1941.240408,1602.118975,2340.143333,1948.604385
"MenA","campaign","CIV",42.369396,26.562058,58.246075,42.468884
"MenA","routine","CIV",15.133404,7.016257,22.919576,15.384117
"MenACWYX","campaign","CIV",61.566194,10.445534,107.865565,62.41132
"MenACWYX","routine","CIV",35.036455,17.821141,51.302727,36.258729
"PCV","routine","CIV",59.645675,-28.629689,145.589801,61.470256
"Rota","routine","CIV",27.834837,7.995048,50.394753,27.77956
"Rubella","campaign","CIV",1.322349,-28.04411,22.950392,8.033967
"Rubella","routine","CIV",11.57551,7.0852,15.872186,11.609201
"Typhoid","campaign","CIV",41.484587,6.577567,150.542807,27.787319
"Typhoid","routine","CIV",84.074313,4.873075,411.003867,46.753154
"YF","campaign","CIV",38.735444,11.428248,83.788597,35.951951
"YF","routine","CIV",513.828801,128.346398,1205.135949,451.283473
