"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ALB",0.921988,0.484778,1.525608,0.851749
"COVID-19","routine","ALB",-0.01874,-0.273651,0.173247,-0.009844
"HPV","campaign","ALB",35.170616,28.873806,40.444371,35.223973
"HPV","routine","ALB",3.717317,3.156074,4.409683,3.700266
"HepB","routine","ALB",2.434079,1.99352,2.898889,2.429044
"Hib","routine","ALB",0.478984,0.28605,0.702551,0.475563
"Measles","campaign","ALB",0.024714,-0.04041,0.18972,0.005368
"Measles","routine","ALB",4.392033,3.320756,5.342872,4.426039
"PCV","routine","ALB",0.339238,0.076009,0.634353,0.336977
"Rota","routine","ALB",0.041073,-0.116573,0.192201,0.038289
"Rubella","campaign","ALB",0.141422,-0.022135,0.509823,0.096272
"Rubella","routine","ALB",0.127488,0.002577,0.34629,0.114014
"Typhoid","campaign","ALB",0.018445,2.8e-05,0.137291,0.003659
"Typhoid","routine","ALB",0.051916,0,0.364198,0.002168
