"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ALB",22.608446,10.866172,42.468449,21.961686
"COVID-19","routine","ALB",0.130931,-2.155739,2.740446,0.222464
"HPV","campaign","ALB",2517.036937,2055.164353,2893.609184,2524.798386
"HPV","routine","ALB",199.877552,171.797703,232.511561,199.003863
"HepB","routine","ALB",74.855962,61.068951,89.184663,74.769381
"Hib","routine","ALB",39.090613,24.062112,56.313148,38.744464
"Measles","campaign","ALB",6.602405,1.884262,19.587866,5.067976
"Measles","routine","ALB",343.061468,256.8835,417.264354,345.768244
"PCV","routine","ALB",27.584218,7.229053,50.22839,27.435428
"Rota","routine","ALB",3.644098,-8.437855,15.66041,3.474819
"Rubella","campaign","ALB",10.328166,-0.624193,30.600335,7.54959
"Rubella","routine","ALB",8.799848,-0.102234,20.367926,8.398414
"Typhoid","campaign","ALB",1.235374,0.010188,5.304497,0.452245
"Typhoid","routine","ALB",6.079528,0.003305,46.087338,1.140218
