"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ECU",0.468545,0.078289,1.110549,0.363362
"COVID-19","routine","ECU",0.010489,-0.10028,0.123422,0.003661
"HPV","campaign","ECU",12.483654,10.776243,14.312774,12.444889
"HPV","routine","ECU",10.465675,9.032357,12.12155,10.451502
"HepB","routine","ECU",1.02712,0.769233,1.623095,0.957135
"Hib","routine","ECU",0.70546,0.516975,0.911803,0.701693
"Measles","campaign","ECU",0.216295,0.033081,0.453595,0.211593
"Measles","routine","ECU",6.471578,4.904987,7.835068,6.480561
"PCV","routine","ECU",0.649368,0.250082,1.112227,0.633131
"Rota","routine","ECU",0.166956,0.094862,0.265445,0.161492
"Rubella","campaign","ECU",0.150202,-0.012168,0.518766,0.101187
"Rubella","routine","ECU",0.123949,0.032806,0.273792,0.109578
"YF","routine","ECU",0.809467,0.213083,2.333923,0.649366
