"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","ECU",0.320427,0.069631,0.749114,0.261782
"HPV","ECU",10.854434,9.356569,12.554934,10.841215
"HepB","ECU",1.02712,0.769233,1.623095,0.957135
"Hib","ECU",0.70546,0.516975,0.911803,0.701693
"Measles","ECU",2.853643,2.090941,3.486077,2.871456
"PCV","ECU",0.649368,0.250082,1.112227,0.633131
"Rota","ECU",0.166956,0.094862,0.265445,0.161492
"Rubella","ECU",0.141157,0.014893,0.402737,0.116956
"YF","ECU",0.809467,0.213083,2.333923,0.649366
