"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","COL",13.92828,3.975996,29.201419,11.733054
"COVID-19","routine","COL",-0.053152,-2.018193,2.686881,-0.512156
"HPV","campaign","COL",501.320089,438.429227,564.79318,500.243009
"HPV","routine","COL",242.690118,219.629033,266.693666,242.291284
"HepB","routine","COL",28.110792,22.417548,36.965805,27.555176
"Hib","routine","COL",37.759612,27.240642,52.778289,36.789384
"Measles","campaign","COL",10.233741,1.785224,39.769368,6.942603
"Measles","routine","COL",596.229081,438.328988,735.94365,600.143306
"PCV","routine","COL",28.367622,10.206588,63.521873,27.004296
"Rota","routine","COL",10.6154,5.321481,16.478446,10.823571
"Rubella","campaign","COL",11.519768,0.690577,35.133153,9.227444
"Rubella","routine","COL",2.664617,0.147793,5.268939,2.530876
"YF","routine","COL",124.569066,35.846573,285.177568,111.667518
