"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","COL",0.425479,0.086941,0.868366,0.350339
"COVID-19","routine","COL",-0.012742,-0.129735,0.10424,-0.022616
"HPV","campaign","COL",10.203549,9.277339,11.175955,10.185482
"HPV","routine","COL",5.970963,5.535899,6.416597,5.968935
"HepB","routine","COL",0.94229,0.742907,1.29646,0.92383
"Hib","routine","COL",0.471445,0.335096,0.666561,0.458858
"Measles","campaign","COL",0.136047,0.020586,0.526831,0.09305
"Measles","routine","COL",7.951355,5.949331,9.76431,7.99798
"PCV","routine","COL",0.352661,0.115907,0.811115,0.334525
"Rota","routine","COL",0.143116,0.073223,0.221094,0.145524
"Rubella","campaign","COL",0.166833,0.011184,0.484558,0.126698
"Rubella","routine","COL",0.04877,0.002217,0.100133,0.04694
"YF","routine","COL",2.77568,0.798031,6.405594,2.480121
