"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLE",1.174415,-0.848058,2.559343,1.18614
"COVID-19","routine","SLE",-0.193259,-3.272719,3.014216,-0.430936
"HPV","campaign","SLE",466.866501,377.818681,563.09354,466.90761
"HPV","routine","SLE",448.630629,369.882836,547.210319,446.408915
"HepB","routine","SLE",223.155523,177.437984,297.805313,217.310246
"Hib","routine","SLE",268.306897,170.235823,403.081525,262.73434
"Measles","campaign","SLE",120.864752,64.210028,189.638314,116.602902
"Measles","routine","SLE",1506.167653,1233.431611,1775.002682,1503.301848
"PCV","routine","SLE",160.197543,22.799043,300.976928,160.572797
"Rota","routine","SLE",59.945235,10.876595,108.933549,59.419517
"Rubella","campaign","SLE",14.911847,-3.443217,77.877536,4.167815
"Rubella","routine","SLE",24.514659,4.516776,45.811142,24.524279
"Typhoid","campaign","SLE",77.40227,11.403363,398.151768,43.579418
"Typhoid","routine","SLE",139.147761,8.605261,930.431951,48.575966
"YF","campaign","SLE",41.794852,9.350113,140.814829,32.6517
"YF","routine","SLE",302.436451,77.190665,761.959127,259.985348
