"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLE",0.020367,-0.056233,0.078133,0.0219
"COVID-19","routine","SLE",-0.011851,-0.118165,0.112621,-0.019548
"HPV","campaign","SLE",10.994092,9.612802,12.541449,10.970169
"HPV","routine","SLE",10.886291,9.566151,12.376441,10.85476
"HepB","routine","SLE",9.693648,7.250138,13.925742,9.353951
"Hib","routine","SLE",4.693065,2.878617,7.133329,4.593856
"Measles","campaign","SLE",1.771339,0.809778,2.998596,1.690716
"Measles","routine","SLE",25.166975,20.359146,30.314179,25.046493
"PCV","routine","SLE",2.734409,0.224411,5.325557,2.768549
"Rota","routine","SLE",1.134371,0.178139,2.057227,1.123808
"Rubella","campaign","SLE",0.176761,-0.04358,1.090904,0.040352
"Rubella","routine","SLE",0.311143,0.069916,0.611895,0.30011
"Typhoid","campaign","SLE",1.989225,0.376327,6.789053,1.411659
"Typhoid","routine","SLE",3.682389,0.208395,24.478303,1.563129
"YF","campaign","SLE",1.243551,0.269024,4.432178,0.926981
"YF","routine","SLE",7.75297,1.98699,18.853548,6.666563
