"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","MDG",0.077557,-0.290543,0.379655,0.078437
"COVID-19","routine","MDG",-0.011358,-0.195299,0.219352,-0.011343
"HPV","campaign","MDG",33.231982,26.311328,42.756458,32.855315
"HPV","routine","MDG",31.510615,24.727713,41.30222,31.116297
"HepB","routine","MDG",5.443817,4.45389,6.521477,5.424004
"Hib","routine","MDG",2.992182,1.682113,4.393042,3.042142
"Measles","campaign","MDG",1.359882,0.769094,1.750401,1.38749
"Measles","routine","MDG",13.413286,11.309387,15.787923,13.48142
"PCV","routine","MDG",1.994179,-0.25515,4.163017,2.08522
"Rota","routine","MDG",2.253276,1.298522,3.148728,2.249378
"Rubella","campaign","MDG",0.009421,-0.129284,0.368509,-0.04139
"Rubella","routine","MDG",0.622568,0.208783,1.12332,0.617151
"Typhoid","campaign","MDG",1.71153,0.186343,8.016499,1.139091
"Typhoid","routine","MDG",2.930146,0.134966,18.218867,1.166699
