"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ETH",2.277136,0.065039,5.881492,2.169905
"COVID-19","routine","ETH",1.468346,-7.520555,10.95545,1.326375
"HPV","routine","ETH",280.9931,245.563202,318.070143,280.327479
"HepB","routine","ETH",242.977658,196.626884,299.887014,239.259495
"Hib","routine","ETH",324.118042,215.143712,476.195315,316.516518
"Measles","campaign","ETH",221.241329,154.194947,261.394964,226.111544
"Measles","routine","ETH",1513.567763,1304.529284,1727.693023,1523.221143
"MenA","campaign","ETH",36.679345,25.238591,50.67851,37.000325
"MenA","routine","ETH",58.744577,21.879266,88.679167,58.327368
"MenACWYX","campaign","ETH",62.024289,19.153153,102.30625,61.461389
"MenACWYX","routine","ETH",44.279311,22.878509,63.897012,45.785564
"PCV","routine","ETH",203.277684,66.964263,355.982281,201.091056
"Rota","routine","ETH",47.764183,-11.355556,108.493852,44.373721
"Rubella","campaign","ETH",6.735346,-11.547635,32.116157,2.924344
"Rubella","routine","ETH",69.699713,10.41273,149.892467,67.447904
"Typhoid","campaign","ETH",33.351379,3.67323,214.370361,16.496151
"Typhoid","routine","ETH",123.040921,-1.259082,752.854176,27.179096
"YF","campaign","ETH",5.878236,1.505712,14.042289,5.089485
"YF","routine","ETH",136.428681,36.464536,334.64747,118.674147
