"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","ETH",0.039421,-0.046726,0.144986,0.04507
"COVID-19","routine","ETH",0.010668,-0.300945,0.376469,0.013599
"HPV","routine","ETH",9.475168,8.090876,10.911144,9.446818
"HepB","routine","ETH",10.080784,8.035571,12.757303,9.903031
"Hib","routine","ETH",4.691791,3.047385,6.973937,4.586653
"Measles","campaign","ETH",3.352463,2.313561,3.957919,3.427986
"Measles","routine","ETH",22.996658,19.74691,26.377592,23.088671
"MenA","campaign","ETH",0.539714,0.382563,0.737899,0.547117
"MenA","routine","ETH",1.041478,0.371396,1.58988,1.067785
"MenACWYX","campaign","ETH",0.839282,0.274451,1.385446,0.828848
"MenACWYX","routine","ETH",0.706793,0.367235,1.025743,0.732416
"PCV","routine","ETH",2.915362,0.81235,5.257997,2.883864
"Rota","routine","ETH",0.774559,-0.151454,1.73295,0.722858
"Rubella","campaign","ETH",0.047762,-0.135795,0.412698,0.001253
"Rubella","routine","ETH",0.840332,0.165369,2.039949,0.73546
"Typhoid","campaign","ETH",0.725652,0.105663,3.589076,0.488099
"Typhoid","routine","ETH",2.383163,-0.500504,14.309835,0.696828
"YF","campaign","ETH",0.151615,0.037995,0.391679,0.128302
"YF","routine","ETH",3.825069,1.001554,9.353945,3.286834
