"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SYR",1.385055,-3.1625,6.242196,1.391525
"COVID-19","routine","SYR",0.7342,-5.816658,8.589925,0.614231
"HPV","campaign","SYR",91.535898,58.813769,189.487859,83.08238
"HPV","routine","SYR",205.339986,158.007532,301.94592,198.396958
"HepB","routine","SYR",93.296016,68.731876,129.528569,90.023283
"Hib","routine","SYR",21.027082,12.9281,29.997367,20.843894
"Measles","campaign","SYR",53.950313,31.161717,72.918904,54.429955
"Measles","routine","SYR",401.443774,317.661657,471.595539,403.195259
"PCV","routine","SYR",6.224165,-164.337292,124.163639,6.499591
"Rota","routine","SYR",7.745327,-44.805186,53.914898,4.524617
"Rubella","campaign","SYR",3.600055,-7.31042,24.510837,0.573263
"Rubella","routine","SYR",11.72944,2.288892,19.711628,11.989203
