"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","SYR",-0.006654,-0.134731,0.10808,-0.006914
"HPV","SYR",2.873754,1.568889,7.103452,2.494164
"HepB","SYR",3.981966,2.723686,5.950537,3.782268
"Hib","SYR",0.276294,0.166892,0.395325,0.273256
"Measles","SYR",2.793267,2.137185,3.314413,2.813258
"PCV","SYR",0.068797,-2.234053,1.660536,0.071596
"Rota","SYR",0.097374,-0.614631,0.719661,0.054257
"Rubella","SYR",0.077862,-0.01536,0.236211,0.064914
