"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TZA",1.223596,0.120296,2.592926,1.14316
"COVID-19","routine","TZA",2.143584,-0.829586,4.596406,2.27013
"HPV","routine","TZA",1774.564128,1495.751037,2043.569198,1776.343083
"HepB","routine","TZA",128.123289,105.097243,155.50827,127.904293
"Hib","routine","TZA",171.230894,99.214166,238.033843,168.428011
"Measles","campaign","TZA",28.095048,9.394699,55.543779,25.425279
"Measles","routine","TZA",667.596706,529.753292,793.671584,667.283555
"MenA","campaign","TZA",5.065977,1.504106,21.330537,3.020373
"MenA","routine","TZA",528.550808,260.66881,786.680268,546.422021
"MenACWYX","campaign","TZA",75.855212,14.694987,130.24955,77.829481
"MenACWYX","routine","TZA",51.547242,28.573849,69.830866,52.717868
"PCV","routine","TZA",125.994981,17.813538,228.508383,120.727231
"Rota","routine","TZA",38.111003,-3.771544,78.340094,38.142573
"Rubella","campaign","TZA",14.27094,-21.576763,77.794534,5.501799
"Rubella","routine","TZA",32.753943,15.875799,46.988655,33.217147
"Typhoid","campaign","TZA",37.812929,3.641234,186.444522,17.903963
"Typhoid","routine","TZA",77.565221,3.411611,572.269215,26.775065
"YF","routine","TZA",75.24446,22.160608,170.776382,68.619304
