"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","TZA",1.402564,0.864479,2.356298,1.289109
"HPV","TZA",1774.564128,1495.751037,2043.569198,1776.343083
"HepB","TZA",128.123289,105.097243,155.50827,127.904293
"Hib","TZA",171.230894,99.214166,238.033843,168.428011
"Measles","TZA",337.824727,261.619124,403.404763,339.235339
"Meningitis","TZA",41.026721,12.439491,64.692498,41.746542
"PCV","TZA",125.994981,17.813538,228.508383,120.727231
"Rota","TZA",38.111003,-3.771544,78.340094,38.142573
"Rubella","TZA",22.739233,2.201859,57.088155,18.745056
"Typhoid","TZA",48.969866,4.019901,286.180317,22.878799
"YF","TZA",75.24446,22.160608,170.776382,68.619304
