"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLV",0.206764,0.092298,0.409876,0.208121
"COVID-19","routine","SLV",0.029666,-0.00791,0.064181,0.029484
"HPV","routine","SLV",6.336818,5.524769,7.251746,6.323048
"HepB","routine","SLV",0.547123,0.423231,0.712494,0.537311
"Hib","routine","SLV",0.666061,0.481215,0.937667,0.65373
"Measles","campaign","SLV",0.599269,0.188449,0.94682,0.616662
"Measles","routine","SLV",11.834104,9.416499,14.01506,11.829724
"PCV","routine","SLV",0.480302,0.073996,0.862015,0.469189
"Rota","routine","SLV",0.195968,0.110941,0.292794,0.193108
"Rubella","campaign","SLV",0.124623,-0.00178,0.464833,0.093614
"Rubella","routine","SLV",0.139837,0.024107,0.419292,0.092656
"Typhoid","campaign","SLV",0.029512,0.003212,0.105693,0.020482
"Typhoid","routine","SLV",0.035623,0.001225,0.334172,0.015222
