"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLV",6.111878,3.104116,12.760413,5.889056
"COVID-19","routine","SLV",1.162232,0.482834,1.716175,1.176837
"HPV","routine","SLV",289.051529,246.859969,334.479577,289.543848
"HepB","routine","SLV",16.190795,13.107346,20.251943,15.89715
"Hib","routine","SLV",49.554894,35.946764,69.343938,48.631236
"Measles","campaign","SLV",44.222552,15.290988,70.141009,45.811084
"Measles","routine","SLV",858.696502,676.832382,1020.67361,859.367201
"PCV","routine","SLV",36.468968,7.206747,64.022379,35.72828
"Rota","routine","SLV",14.641123,8.430079,21.665215,14.390779
"Rubella","campaign","SLV",9.254344,0.023779,34.442832,7.154843
"Rubella","routine","SLV",8.723949,1.158507,23.427737,5.903926
"Typhoid","campaign","SLV",0.93117,0.111658,4.186717,0.59678
"Typhoid","routine","SLV",2.44265,0.103986,16.288698,0.97298
