"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","BLR",18.631842,10.046451,30.664631,18.039717
"COVID-19","routine","BLR",0.064236,-0.798573,0.949539,0.013961
"HPV","campaign","BLR",382.277676,278.36528,480.535101,386.063985
"HPV","routine","BLR",368.05128,268.713543,464.842232,371.13648
"HepB","routine","BLR",61.591123,50.837171,74.883903,60.938582
"Hib","routine","BLR",11.535434,2.044255,22.074379,11.121006
"Measles","campaign","BLR",11.584759,-11.589125,36.540143,10.713903
"Measles","routine","BLR",232.449699,171.082296,285.987038,234.288648
"PCV","routine","BLR",9.379588,-12.937687,30.015702,10.078117
"Rota","routine","BLR",1.308192,-3.666565,7.238072,1.223983
"Rubella","routine","BLR",14.153781,2.223137,29.531325,12.890031
