"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","THA",0.995301,0.409024,2.401508,0.881304
"COVID-19","routine","THA",-0.005045,-0.085274,0.083439,-0.008742
"HPV","campaign","THA",7.58334,6.871434,8.348842,7.564267
"HPV","routine","THA",6.447229,5.832268,7.095942,6.427956
"HepB","routine","THA",5.809208,4.78515,7.149105,5.74004
"Hib","routine","THA",0.192627,-0.248157,0.60792,0.19941
"JE","routine","THA",0.071174,0.038826,0.145649,0.065415
"Measles","campaign","THA",-0.100181,-0.148607,-0.043601,-0.10078
"Measles","routine","THA",3.566344,2.653231,4.518648,3.547716
"PCV","routine","THA",0.152256,-0.329783,0.656183,0.144449
"Rota","routine","THA",0.064797,-0.060835,0.193139,0.063099
"Rubella","campaign","THA",0.177065,0.041627,0.384969,0.158317
"Rubella","routine","THA",0.245845,0.101446,0.492763,0.227988
"Typhoid","campaign","THA",0.075881,0.003621,0.271377,0.04658
"Typhoid","routine","THA",0.192675,-0.034584,1.073903,0.040273
