"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","THA",18.647559,7.688154,43.727926,16.851947
"HPV","THA",316.286237,277.424113,359.891514,314.012709
"HepB","THA",191.957809,158.359496,238.635477,189.374341
"Hib","THA",17.371936,-15.807999,48.873839,17.924065
"JE","THA",113.693684,77.822229,150.344068,111.908743
"Measles","THA",258.53536,190.600438,329.193584,257.365764
"PCV","THA",13.37934,-23.197155,51.39189,12.853932
"Rota","THA",5.237187,-4.508631,14.679081,5.259099
"Rubella","THA",16.077236,7.119473,27.887112,15.91403
"Typhoid","THA",5.373025,0.339123,24.778945,2.114884
